tp,fp,fn,precision,recall,f1,num_preds,num_gold,num_unique_preds,duplicate_rate,note_id
0,2,4,0.0,0.0,0.0,2,4,2,0.0,f618e2b9-5398-43e7-a84b-7b1aa1f377b5
1,9,4,0.1,0.2,0.13333333333333333,10,5,10,0.0,3f5502ec-d694-49d0-b049-d83bb908b3c6
2,6,1,0.25,0.6666666666666666,0.36363636363636365,8,3,8,0.0,e720728f-1f30-4daa-9ead-4a984a6bade6
1,7,1,0.125,0.5,0.2,8,2,8,0.0,45f51e5d-528f-4529-a015-d0b661966d7a
0,2,4,0.0,0.0,0.0,2,4,2,0.0,0476f55a-072a-4a4e-843d-6fe97101e46c
0,1,3,0.0,0.0,0.0,1,3,1,0.0,f4528c63-4559-444f-b201-bf06acc8fc51
0,1,5,0.0,0.0,0.0,1,5,1,0.0,a8ddbf93-edde-430f-87c3-1fcee1f33b22
0,1,4,0.0,0.0,0.0,1,4,1,0.0,99e5f7be-a0d8-45f8-a680-45b81dfcebef
1,17,1,0.05555555555555555,0.5,0.09999999999999999,18,2,18,0.0,32679318-9d69-4476-ae4c-031f314e582f
0,1,5,0.0,0.0,0.0,1,5,1,0.0,09a097f4-4eab-486d-818c-1d9099c3f743
1,5,1,0.16666666666666666,0.5,0.25,6,2,6,0.0,711fd28b-f446-4783-97d8-f8000c45698f
1,19,2,0.05,0.3333333333333333,0.08695652173913045,20,3,20,0.0,6a5724d8-20e6-40ab-ac87-8907679ba6d6
0,8,3,0.0,0.0,0.0,8,3,8,0.0,15c746ab-2fef-4303-9b8e-b6add2d31f5e
0,1,3,0.0,0.0,0.0,1,3,1,0.0,0935fe41-f2d8-4fa5-93c1-10d77b2b08ce
0,1,5,0.0,0.0,0.0,1,5,1,0.0,f2180d7d-e052-4a47-8cf2-72066f55b378
1,19,2,0.05,0.3333333333333333,0.08695652173913045,20,3,20,0.0,4bb6b9e1-6d0a-4837-b28d-48ca0633b1b5
0,3,4,0.0,0.0,0.0,3,4,3,0.0,19473a3c-c25a-46fe-b7cf-e7404a7cee89
2,7,0,0.2222222222222222,1.0,0.3636363636363636,9,2,9,0.0,d3057ff2-f5d9-4812-ba96-576e310a308b
2,17,2,0.10526315789473684,0.5,0.17391304347826086,19,4,19,0.0,a27423e3-9668-4bf2-83ea-cc14054ec5b5
0,17,3,0.0,0.0,0.0,17,3,17,0.0,66481868-7ae1-483f-a0cf-7a0fa8305981
0,1,5,0.0,0.0,0.0,1,5,1,0.0,96812044-c2c3-4527-adc1-b7b8317ac0e3
1,18,2,0.05263157894736842,0.3333333333333333,0.09090909090909091,19,3,19,0.0,98ee83f9-71ad-4b82-806b-108b90cfded2
0,1,4,0.0,0.0,0.0,1,4,1,0.0,b90cb76e-a11f-4374-bb1b-58a8c43472e2
1,17,0,0.05555555555555555,1.0,0.10526315789473684,18,1,18,0.0,aed7ca01-2af3-4799-ac88-490d5515908e
1,6,1,0.14285714285714285,0.5,0.22222222222222224,7,2,7,0.0,f2dd9705-a854-4907-b6d7-e3647b6c9ab6
0,16,2,0.0,0.0,0.0,16,2,16,0.0,ed5a482d-9d51-46b6-9fc8-dc7efd09fc4a
0,0,4,0.0,0.0,0.0,0,4,0,0.0,d2b004ec-2e66-465b-a253-deda6eba7e14
0,19,3,0.0,0.0,0.0,19,3,19,0.0,790dc471-6392-40b4-8f60-a45f42c31987
0,1,4,0.0,0.0,0.0,1,4,1,0.0,5835cc4d-23f1-4651-acd7-97d3504627bb
0,1,4,0.0,0.0,0.0,1,4,1,0.0,66cc885f-580d-4bf9-bb5e-92aca33d1b33
1,8,2,0.1111111111111111,0.3333333333333333,0.16666666666666666,9,3,9,0.0,931bf202-6ecb-47a7-a332-7c94da970954
0,3,4,0.0,0.0,0.0,3,4,3,0.0,86dced3a-67fc-474e-96b3-2b0b520bf282
0,21,3,0.0,0.0,0.0,21,3,21,0.0,646e8956-1ec7-4ca0-bb24-00aa3f118f72
0,8,3,0.0,0.0,0.0,8,3,8,0.0,b075ea54-1146-4e67-9dd2-e5b84557e206
0,1,3,0.0,0.0,0.0,1,3,1,0.0,c79d2faa-1920-4f85-b5e9-b38f1c86f007
0,7,3,0.0,0.0,0.0,7,3,7,0.0,30f7addc-f7c2-47b6-bb5e-e62323e2d8db
0,8,2,0.0,0.0,0.0,8,2,8,0.0,8eec8316-d841-4fb7-ae5f-ed16942dd356
1,7,1,0.125,0.5,0.2,8,2,8,0.0,656eb105-345c-400c-bb1f-034c77336899
1,10,1,0.09090909090909091,0.5,0.15384615384615385,11,2,11,0.0,d055d218-0faf-4390-aa10-4e540dfe161b
1,18,2,0.05263157894736842,0.3333333333333333,0.09090909090909091,19,3,19,0.0,13f951da-1f8c-44ec-835f-2b26ca0cf4ae
0,1,5,0.0,0.0,0.0,1,5,1,0.0,d31cacba-b88d-4032-9d39-968d1f63061b
1,8,1,0.1111111111111111,0.5,0.1818181818181818,9,2,9,0.0,06d3cd7b-e3ef-42e3-8d8a-2c95eafcba2f
2,6,1,0.25,0.6666666666666666,0.36363636363636365,8,3,8,0.0,95b7ff99-4add-4c49-9203-03bacfff1a50
0,1,3,0.0,0.0,0.0,1,3,1,0.0,35e412ea-58a4-443d-9535-0aecd9381358
1,19,2,0.05,0.3333333333333333,0.08695652173913045,20,3,20,0.0,9993c7fa-db78-4ca2-965c-d61c89e1e483
1,7,1,0.125,0.5,0.2,8,2,8,0.0,4ce15bbc-71c5-442e-bb6f-f907e471aa6f
0,1,5,0.0,0.0,0.0,1,5,1,0.0,f8a0baef-5c1b-4e8d-8183-1b5e96fcc9fd
0,1,4,0.0,0.0,0.0,1,4,1,0.0,3745f929-acf2-4a89-b8b1-2911b508fbc6
1,19,1,0.05,0.5,0.09090909090909091,20,2,20,0.0,ad3900a4-dac5-447c-bba2-fa7b4def76e0
0,2,6,0.0,0.0,0.0,2,6,2,0.0,67947948-5ee3-448e-b40d-d0a41a646d20
1,9,1,0.1,0.5,0.16666666666666669,10,2,10,0.0,c8d677c1-86e6-4140-91a9-0d6243770010
0,3,4,0.0,0.0,0.0,3,4,3,0.0,56c89288-c825-4582-b702-2f3db6ef52b6
1,7,4,0.125,0.2,0.15384615384615385,8,5,8,0.0,708bc893-bc42-4ab7-ba6c-9716dfba9f41
1,0,3,1.0,0.25,0.4,1,4,1,0.0,7192d625-d27e-47df-b4a1-e020953f479a
0,2,4,0.0,0.0,0.0,2,4,2,0.0,7fc8c860-0686-46a1-aecf-76e2750bb409
1,7,3,0.125,0.25,0.16666666666666666,8,4,8,0.0,f0938690-91fb-42cb-9e42-e3a5e76a354f
1,6,1,0.14285714285714285,0.5,0.22222222222222224,7,2,7,0.0,d3f3a499-ab3e-478b-b879-163e2327c8f5
1,0,3,1.0,0.25,0.4,1,4,1,0.0,d6da24b3-b2bd-438f-b971-bc66e35addb7
0,1,3,0.0,0.0,0.0,1,3,1,0.0,a53a36b7-a23a-4b56-ac61-e86d7567965a
0,1,4,0.0,0.0,0.0,1,4,1,0.0,cec50d99-a226-473f-bbea-5eb72429ec00
0,19,2,0.0,0.0,0.0,19,2,19,0.0,01ec8c4f-ca2b-4676-8320-ec97468d3466
0,11,3,0.0,0.0,0.0,11,3,11,0.0,c3c644f1-acae-4dd7-a7f9-5a13a612f57a
0,1,3,0.0,0.0,0.0,1,3,1,0.0,896d38d0-e563-496a-aeb9-55e0e56b1095
0,1,3,0.0,0.0,0.0,1,3,1,0.0,6b09059a-fe3a-42dc-8e2d-966f7d55f7b4
1,9,1,0.1,0.5,0.16666666666666669,10,2,10,0.0,5ac67be8-e2b8-4159-9416-ddf3e18540ce
0,3,4,0.0,0.0,0.0,3,4,3,0.0,f7c65d71-66dd-4efc-8973-1ce6bffe07d8
0,3,5,0.0,0.0,0.0,3,5,3,0.0,ca7523ee-685b-483f-a075-c152e1b70497
0,9,2,0.0,0.0,0.0,9,2,9,0.0,b1ff6822-fa98-4b50-b1fd-43c5b7e2b820
0,0,4,0.0,0.0,0.0,0,4,0,0.0,08a37642-dfcf-4819-909b-a9f4c2d483ee
0,4,5,0.0,0.0,0.0,4,5,4,0.0,51d43d97-6fbd-4525-8f54-dea24ac42b83
2,5,1,0.2857142857142857,0.6666666666666666,0.4,7,3,7,0.0,96f84f84-b49b-496f-96d7-fe546d7513b9
1,8,0,0.1111111111111111,1.0,0.19999999999999998,9,1,9,0.0,2efab6fe-0867-4655-a942-fe3d0ab10e1a
2,5,1,0.2857142857142857,0.6666666666666666,0.4,7,3,7,0.0,b1eb2fdc-dd39-4b96-b054-67f964565c10
0,8,1,0.0,0.0,0.0,8,1,8,0.0,175f9be8-8f11-445b-8783-acc3a20153dc
1,2,4,0.3333333333333333,0.2,0.25,3,5,3,0.0,244e7522-b86d-42fa-bdac-7af701e90474
1,1,4,0.5,0.2,0.28571428571428575,2,5,2,0.0,4cf8d7a7-8dac-48a6-9648-ec386caf1062
1,2,4,0.3333333333333333,0.2,0.25,3,5,3,0.0,8f3ad472-0245-414a-99c1-c8bf9872bcb1
0,1,4,0.0,0.0,0.0,1,4,1,0.0,b0150cdd-a1d1-4d5c-b7c1-5638c9f00042
2,5,0,0.2857142857142857,1.0,0.4444444444444445,7,2,7,0.0,8da2a70e-f1d0-4a51-b580-c25599277604
0,18,2,0.0,0.0,0.0,18,2,18,0.0,2330db1e-f5a6-418c-bf1c-434f8aeca09c
1,6,2,0.14285714285714285,0.3333333333333333,0.2,7,3,7,0.0,4cf90d52-ce41-4945-be8b-e6c3ed398361
1,18,1,0.05263157894736842,0.5,0.09523809523809525,19,2,19,0.0,992e0cc2-4f06-40b9-bc3b-83b76d070592
0,1,4,0.0,0.0,0.0,1,4,1,0.0,a80540d8-e4e8-464b-91c6-4575ec17c355
2,19,2,0.09523809523809523,0.5,0.16,21,4,21,0.0,4d78e6b5-c4c5-4af6-b04a-00197490b116
1,0,2,1.0,0.3333333333333333,0.5,1,3,1,0.0,3b8bd299-be8c-464e-ac1d-b0f0ff41cc82
1,17,0,0.05555555555555555,1.0,0.10526315789473684,18,1,18,0.0,9b72f648-5680-4dc4-a17a-8a56801255ca
0,3,6,0.0,0.0,0.0,3,6,3,0.0,bbe738ee-eab6-4c3f-9ca3-83f87632a5f7
0,1,4,0.0,0.0,0.0,1,4,1,0.0,b65f9a10-3023-4cd4-81d8-0c87eabc20f1
0,21,4,0.0,0.0,0.0,21,4,21,0.0,a9ca262c-ce8f-48ae-b93b-3d32b0c05326
0,1,3,0.0,0.0,0.0,1,3,1,0.0,9db19efc-4fdf-4f00-a61b-983da2da8218
0,1,4,0.0,0.0,0.0,1,4,1,0.0,6b47148b-4b07-489d-839a-c2019de93e9e
0,1,6,0.0,0.0,0.0,1,6,1,0.0,a7363c80-a33e-4155-a148-92e8de4620c6
0,2,5,0.0,0.0,0.0,2,5,2,0.0,7d4db938-d6b5-4477-b081-21fbbb7a060b
0,1,3,0.0,0.0,0.0,1,3,1,0.0,b3395959-cbf2-4888-9cff-2efb4ca5a59b
0,7,3,0.0,0.0,0.0,7,3,7,0.0,4bd477f3-87ee-4aa8-9bbe-a5c70bd2a82f
1,5,1,0.16666666666666666,0.5,0.25,6,2,6,0.0,4edaddc7-3938-42b7-bcc5-6354aa0169a4
0,2,4,0.0,0.0,0.0,2,4,2,0.0,7c622508-ca10-4d06-8ccd-d26effc4420f
1,5,5,0.16666666666666666,0.16666666666666666,0.16666666666666666,6,6,6,0.0,a1f49252-7c2d-4c25-972e-817c64903660
0,0,4,0.0,0.0,0.0,0,4,0,0.0,4166c797-9730-49b1-a7fe-9970fcd4eacb
1,7,2,0.125,0.3333333333333333,0.18181818181818182,8,3,8,0.0,377f839f-5e4e-4a64-8aaa-adf065eea742
0,1,4,0.0,0.0,0.0,1,4,1,0.0,a5658508-8e83-43cd-9d55-f8c762d20780
0,1,4,0.0,0.0,0.0,1,4,1,0.0,3ac3f2a8-6e52-47b1-9e2c-ec0eed900dc5
0,2,4,0.0,0.0,0.0,2,4,2,0.0,ce7b9429-5baa-45c1-91fc-bf2f933bf7c5
1,6,2,0.14285714285714285,0.3333333333333333,0.2,7,3,7,0.0,69db5499-5a98-4d34-b3eb-49250ca270cd
1,6,1,0.14285714285714285,0.5,0.22222222222222224,7,2,7,0.0,734a50e8-cf2d-4795-b2a9-1317b8bba401
2,16,0,0.1111111111111111,1.0,0.19999999999999998,18,2,18,0.0,0b995475-33b9-4b1c-bab9-d8524489dd4e
2,19,0,0.09523809523809523,1.0,0.17391304347826084,21,2,21,0.0,6783f9ef-bf4e-4eb4-b015-5d25ec716d21
0,1,4,0.0,0.0,0.0,1,4,1,0.0,3f0d8e02-2545-40e4-828d-3f4be62746f9
0,7,2,0.0,0.0,0.0,7,2,7,0.0,e171a2d5-adc8-4727-a0ab-8e2d8c55e9f1
1,6,1,0.14285714285714285,0.5,0.22222222222222224,7,2,7,0.0,7d18612c-554f-431f-aa5a-2556719f12de
1,8,3,0.1111111111111111,0.25,0.15384615384615383,9,4,9,0.0,fde97d54-f117-436a-aebf-d6e69bbd4884
0,9,3,0.0,0.0,0.0,9,3,9,0.0,39723eb1-fcbc-440b-ae1a-febd2df88b75
0,4,6,0.0,0.0,0.0,4,6,4,0.0,d7fd650c-dcaf-4af8-8cc5-4eaff9e078f7
1,7,3,0.125,0.25,0.16666666666666666,8,4,8,0.0,25746de7-80ce-45bd-ad81-4e109f0fcc77
1,9,4,0.1,0.2,0.13333333333333333,10,5,10,0.0,d4c77818-75e9-43cb-8d1b-7c8e6408192c
1,1,4,0.5,0.2,0.28571428571428575,2,5,2,0.0,228c5e94-122f-479c-801a-c5fff4c69b9b
1,4,0,0.2,1.0,0.33333333333333337,5,1,5,0.0,530d5f51-2797-459b-89b9-d928f0c4a720
2,8,0,0.2,1.0,0.33333333333333337,10,2,10,0.0,5464f821-7b1d-469d-85ee-07d590919a2a
0,17,1,0.0,0.0,0.0,17,1,17,0.0,21fb6d32-5682-4fa3-b6c3-771e205fa348
0,2,5,0.0,0.0,0.0,2,5,2,0.0,58f62e4d-114c-41c4-8768-e30b3ab1e6ed
0,8,5,0.0,0.0,0.0,8,5,8,0.0,9f4cd694-61c1-45f3-9ac0-568673876837
0,4,6,0.0,0.0,0.0,4,6,4,0.0,82082fbb-1238-40aa-9047-ef9cd77b2838
0,1,3,0.0,0.0,0.0,1,3,1,0.0,ea30f18d-c993-46b1-9626-150eb8e1b839
1,17,2,0.05555555555555555,0.3333333333333333,0.09523809523809525,18,3,18,0.0,d950a58a-0aef-41f2-b8ba-9f2fea717a47
1,6,1,0.14285714285714285,0.5,0.22222222222222224,7,2,7,0.0,7f96a112-2acd-40ad-bae0-0002c58a6801
0,3,3,0.0,0.0,0.0,3,3,3,0.0,1003f280-81fa-41d2-9ce6-acf852280b62
0,1,3,0.0,0.0,0.0,1,3,1,0.0,54670c1b-77a2-4358-bb1a-0327defce092
0,1,4,0.0,0.0,0.0,1,4,1,0.0,b3eafed4-98ed-4fba-b138-8455cbc6d741
1,8,1,0.1111111111111111,0.5,0.1818181818181818,9,2,9,0.0,7a6f5d51-2b69-44cb-ba63-1a1ad543b604
1,7,2,0.125,0.3333333333333333,0.18181818181818182,8,3,8,0.0,19003d63-afe9-4e62-b0a4-85cf14af4228
0,6,2,0.0,0.0,0.0,6,2,6,0.0,6cc4d957-d61a-4e26-9ca3-351a9170f01b
2,7,1,0.2222222222222222,0.6666666666666666,0.3333333333333333,9,3,9,0.0,bac1aafd-aaa3-4a21-a20a-83f4c3c10f28
0,5,1,0.0,0.0,0.0,5,1,5,0.0,510d3ba7-bd1e-47d7-a639-187de73ceb94
0,7,3,0.0,0.0,0.0,7,3,7,0.0,0fe56e2d-d4f1-4b39-b19c-289b86697a5b
1,17,3,0.05555555555555555,0.25,0.0909090909090909,18,4,18,0.0,01945e53-48d9-4b92-8a8a-ca44c5096794
0,2,4,0.0,0.0,0.0,2,4,2,0.0,cbc1ed4e-96ed-4519-ba84-ec0433e1ce43
0,2,5,0.0,0.0,0.0,2,5,2,0.0,61aff337-52e9-41a8-a2dc-0fb89e942269
2,6,1,0.25,0.6666666666666666,0.36363636363636365,8,3,8,0.0,17c5656a-7219-4c81-8ffa-386f945da2e9
0,4,5,0.0,0.0,0.0,4,5,4,0.0,c0339b69-978f-4ffa-942b-5444fadf589a
0,0,4,0.0,0.0,0.0,0,4,0,0.0,2a44ccf4-a209-43cc-93b3-2dbda166ccc2
0,5,5,0.0,0.0,0.0,5,5,5,0.0,ff3a6269-81c8-4b76-ba7b-f99f607c1083
2,7,2,0.2222222222222222,0.5,0.30769230769230765,9,4,9,0.0,94fb0010-6208-4482-8040-4a08c7e5a8f8
1,7,1,0.125,0.5,0.2,8,2,8,0.0,33e1bf2d-e705-440b-ace1-74a504ef30b7
2,6,1,0.25,0.6666666666666666,0.36363636363636365,8,3,8,0.0,28dd2b1f-8458-4766-b446-3985b1ca1318
0,1,3,0.0,0.0,0.0,1,3,1,0.0,f7c83b72-4ba8-4978-b51e-915175968c77
0,20,3,0.0,0.0,0.0,20,3,20,0.0,2a38f4c6-28dc-41f0-a9e5-f059f829b7a4
0,20,2,0.0,0.0,0.0,20,2,20,0.0,74629480-3434-4281-af97-998c39d48de0
0,3,5,0.0,0.0,0.0,3,5,3,0.0,81403f08-2e14-41d2-a0ad-23c25cddd529
0,3,4,0.0,0.0,0.0,3,4,3,0.0,99f5c714-3cf7-404d-a1c3-c1ebb7f9289f
1,8,2,0.1111111111111111,0.3333333333333333,0.16666666666666666,9,3,9,0.0,e04d5b55-c904-433b-8433-e5dbae13ee12
0,1,3,0.0,0.0,0.0,1,3,1,0.0,a676d513-d2a7-4538-85ee-ebbfa7046a6c
0,3,5,0.0,0.0,0.0,3,5,3,0.0,67e908e1-0698-4ec1-96d1-6a2eb909598c
0,1,3,0.0,0.0,0.0,1,3,1,0.0,1e604baa-5a38-4ef8-82e2-09b0671d706a
0,20,4,0.0,0.0,0.0,20,4,20,0.0,f9463ea7-72c8-41ff-bbc7-aa65e1ba0e1b
3,5,1,0.375,0.75,0.5,8,4,8,0.0,951c3502-d1bd-40df-b9af-c0fe6ab9ecdb
2,6,2,0.25,0.5,0.3333333333333333,8,4,8,0.0,976561e9-329b-4016-b968-f8b7f8fc004f
0,1,4,0.0,0.0,0.0,1,4,1,0.0,7fbe1f91-8778-42e6-8797-44618c208a24
0,1,3,0.0,0.0,0.0,1,3,1,0.0,a19d88ee-0eb3-4c28-a3fc-e33778dc9dde
0,8,4,0.0,0.0,0.0,8,4,8,0.0,00978ece-4788-4b0e-a582-da67d7c13af9
0,2,3,0.0,0.0,0.0,2,3,2,0.0,b0ffe2ae-f919-47d8-a862-d51e60a31436
0,1,3,0.0,0.0,0.0,1,3,1,0.0,1d9b8943-a589-4977-8560-b587dca6cd28
1,9,3,0.1,0.25,0.14285714285714288,10,4,10,0.0,a032f10c-baaf-4680-b9c3-d40c3659c0b9
2,6,1,0.25,0.6666666666666666,0.36363636363636365,8,3,8,0.0,f965f133-5274-4da2-92fd-2a4a356d8416
1,7,2,0.125,0.3333333333333333,0.18181818181818182,8,3,8,0.0,4d090f9c-d60c-4cbe-946e-9cbd419073bb
1,18,1,0.05263157894736842,0.5,0.09523809523809525,19,2,19,0.0,b6f397f1-22f0-4265-9438-2db9f5246901
0,1,3,0.0,0.0,0.0,1,3,1,0.0,f4797512-46a6-4a9e-8d5e-7dd0a713c104
1,1,3,0.5,0.25,0.3333333333333333,2,4,2,0.0,326e28c9-3558-4ea1-a68d-34d18f55fb12
0,9,4,0.0,0.0,0.0,9,4,9,0.0,50bf1b6d-bcb4-4eaa-8f8b-18e8303f0323
0,2,6,0.0,0.0,0.0,2,6,2,0.0,079150a0-2df6-4f60-a585-af9a75a0900d
0,1,3,0.0,0.0,0.0,1,3,1,0.0,1ffe3d66-f7e8-4a27-9356-31a2c3038d99
1,7,2,0.125,0.3333333333333333,0.18181818181818182,8,3,8,0.0,88787b72-60f2-4958-905d-96f8a864bd35
0,1,4,0.0,0.0,0.0,1,4,1,0.0,28c38df0-6682-4e83-9c3d-5504621493a9
1,19,2,0.05,0.3333333333333333,0.08695652173913045,20,3,20,0.0,bf8aa7c2-d608-4436-a645-8141e2967b76
0,1,4,0.0,0.0,0.0,1,4,1,0.0,62297271-6b99-48ee-bf8a-8fb8eb7d86a7
0,8,3,0.0,0.0,0.0,8,3,8,0.0,d0ecabe3-b04e-4453-9c3c-2b6d5a0d2fc1
1,19,4,0.05,0.2,0.08000000000000002,20,5,20,0.0,11f20f6d-2aee-4b26-ba29-98e568eef0cb
0,1,3,0.0,0.0,0.0,1,3,1,0.0,93f73860-d5c2-435d-a073-5b65c44a1ad2
1,2,4,0.3333333333333333,0.2,0.25,3,5,3,0.0,f95a6a7c-b852-4085-a0a0-95fad1a035d5
0,2,4,0.0,0.0,0.0,2,4,2,0.0,cc06169c-4fca-4269-b88a-7639a32994ff
2,7,2,0.2222222222222222,0.5,0.30769230769230765,9,4,9,0.0,9304ac10-ac72-42fe-ba09-f9f8563fccc1
1,2,5,0.3333333333333333,0.16666666666666666,0.2222222222222222,3,6,3,0.0,aebfab8d-30ff-42a2-be51-e7a6c070d99d
0,17,1,0.0,0.0,0.0,17,1,17,0.0,623e7e66-9ff8-4f9e-848f-a6180faa8518
2,4,0,0.3333333333333333,1.0,0.5,6,2,6,0.0,bb15f5d5-c684-403c-abdc-b6764a4ba8fb
0,1,4,0.0,0.0,0.0,1,4,1,0.0,480cb73d-191d-4b28-b690-b7eeaa25d748
2,6,1,0.25,0.6666666666666666,0.36363636363636365,8,3,8,0.0,9af98fb2-af4b-4f89-b966-d3e58d238667
2,17,0,0.10526315789473684,1.0,0.1904761904761905,19,2,19,0.0,a852d7bb-995c-4105-bfbf-ead639520de0
0,1,2,0.0,0.0,0.0,1,2,1,0.0,377e6c4a-ce67-4116-99ce-f4c8136a3e89
0,1,4,0.0,0.0,0.0,1,4,1,0.0,01d59471-d3ce-4a2d-9f93-f43c9d4751ce
0,1,4,0.0,0.0,0.0,1,4,1,0.0,7e409b03-11b7-4f82-9a42-3f50b35fc07b
0,9,2,0.0,0.0,0.0,9,2,9,0.0,bcbe6e48-c901-475c-9ba8-d4408df317fe
1,17,2,0.05555555555555555,0.3333333333333333,0.09523809523809525,18,3,18,0.0,3b34094c-0f9d-43da-8430-50c856709046
1,9,2,0.1,0.3333333333333333,0.15384615384615383,10,3,10,0.0,3fc04136-f701-4597-9f9c-eea572c0fbfb
2,18,1,0.1,0.6666666666666666,0.1739130434782609,20,3,20,0.0,88e29b09-a9ce-4234-83a0-00da4b0ea097
0,2,5,0.0,0.0,0.0,2,5,2,0.0,da7bdb27-ce13-4ada-a29d-24ff66e01785
0,1,3,0.0,0.0,0.0,1,3,1,0.0,9198b5aa-9fab-4da7-902a-81fbcfb6082f
1,5,1,0.16666666666666666,0.5,0.25,6,2,6,0.0,0a3efec3-9534-45d6-9e91-cb8253d71aec
0,1,3,0.0,0.0,0.0,1,3,1,0.0,638673f5-b9ed-4efe-a370-a8ca4c977bd5
0,6,5,0.0,0.0,0.0,6,5,6,0.0,997bb99b-0956-4037-ada7-2f623ca275f3
2,17,1,0.10526315789473684,0.6666666666666666,0.18181818181818182,19,3,19,0.0,4ae43152-039e-42f3-97b9-9d64cf42431f
0,1,4,0.0,0.0,0.0,1,4,1,0.0,2e1fa77b-66fa-41a2-b331-e59143526bb0
2,17,2,0.10526315789473684,0.5,0.17391304347826086,19,4,19,0.0,e653e9a1-ea0b-4659-b315-0005f6988edc
0,1,4,0.0,0.0,0.0,1,4,1,0.0,437622d7-3324-4c65-9e4c-5e004d57c2e3
0,10,2,0.0,0.0,0.0,10,2,10,0.0,20fbd739-14e6-4194-96b6-f16bbb3c7434
1,5,1,0.16666666666666666,0.5,0.25,6,2,6,0.0,882d6b93-a5bf-4e78-8319-534543272521
0,2,5,0.0,0.0,0.0,2,5,2,0.0,a9d48e14-aa81-4675-974d-afa789fe911a
0,1,4,0.0,0.0,0.0,1,4,1,0.0,8d7e791c-7d6f-44e0-9f9f-22c028b8b6f8
0,8,3,0.0,0.0,0.0,8,3,8,0.0,f5d133cc-925a-413a-86e9-b157683c9b50
0,8,3,0.0,0.0,0.0,8,3,8,0.0,1788d171-f94f-42b1-8030-0f15244ff772
1,18,2,0.05263157894736842,0.3333333333333333,0.09090909090909091,19,3,19,0.0,a27c8618-9aa1-42dd-a948-61484f076d32
0,0,3,0.0,0.0,0.0,0,3,0,0.0,50e9c9e8-07c4-4eb2-b570-1d05db079c37
0,6,1,0.0,0.0,0.0,6,1,6,0.0,498aa006-9a35-4a59-b963-ab45cc8e1c86
1,10,2,0.09090909090909091,0.3333333333333333,0.14285714285714288,11,3,11,0.0,f401ea05-66e6-4f87-82d0-b781486dda6f
1,8,3,0.1111111111111111,0.25,0.15384615384615383,9,4,9,0.0,c9e2858d-8b76-4110-b04f-af9c0dd610ae
2,4,0,0.3333333333333333,1.0,0.5,6,2,6,0.0,00acf888-aac8-4b00-ae57-857c3af23709
1,7,1,0.125,0.5,0.2,8,2,8,0.0,b0ab9873-0100-4271-9178-4dc69e8990b4
0,7,1,0.0,0.0,0.0,7,1,7,0.0,131262f7-4c97-4c30-96ae-39ce0ad09c68
0,2,4,0.0,0.0,0.0,2,4,2,0.0,6e515d46-5687-4f9a-81a0-ea7eea8fa287
0,4,4,0.0,0.0,0.0,4,4,4,0.0,0339754f-4926-4d0c-8c68-ef4952f49a2d
1,17,1,0.05555555555555555,0.5,0.09999999999999999,18,2,18,0.0,fad3d713-a448-43ba-a124-684ecd3d9cd6
1,2,4,0.3333333333333333,0.2,0.25,3,5,3,0.0,c2ba584a-5e47-4a70-89a8-d7e7c89c6249
1,8,1,0.1111111111111111,0.5,0.1818181818181818,9,2,9,0.0,6124e7e7-ddb1-47ab-8bad-71ecf742e859
1,16,1,0.058823529411764705,0.5,0.10526315789473684,17,2,17,0.0,20ae1ce7-1529-45fd-9b09-29955488ee61
0,3,5,0.0,0.0,0.0,3,5,3,0.0,b3374dc9-bbbb-42a4-b65d-58507fdc1a61
0,1,3,0.0,0.0,0.0,1,3,1,0.0,a7e2b271-9400-4930-9070-053893dadd18
1,1,4,0.5,0.2,0.28571428571428575,2,5,2,0.0,d4d3251a-c931-4451-95c2-6872965187b4
0,1,4,0.0,0.0,0.0,1,4,1,0.0,80fe99da-979c-4b01-8de6-07674f98f3f3
1,8,2,0.1111111111111111,0.3333333333333333,0.16666666666666666,9,3,9,0.0,180cfb0d-ce71-458a-a0dd-1a787f8b31ae
1,18,2,0.05263157894736842,0.3333333333333333,0.09090909090909091,19,3,19,0.0,bfa445eb-2cbe-40c3-9f4f-f46ead56dccf
0,20,2,0.0,0.0,0.0,20,2,20,0.0,bab0c718-34ec-4712-99d3-853a8486382f
0,1,4,0.0,0.0,0.0,1,4,1,0.0,3d643d46-a228-40bd-bcd3-aa0f58f9ce6b
0,1,4,0.0,0.0,0.0,1,4,1,0.0,00161373-868c-4ac2-88b3-0477b6faadfc
1,9,2,0.1,0.3333333333333333,0.15384615384615383,10,3,10,0.0,0e408872-2faf-45b6-a0b2-501d0ff68036
0,1,4,0.0,0.0,0.0,1,4,1,0.0,bfa84dd1-da51-4766-bfb6-04a9e0b9e9fb
0,1,4,0.0,0.0,0.0,1,4,1,0.0,06981fd3-9505-4108-b03a-8b8797927756
0,1,3,0.0,0.0,0.0,1,3,1,0.0,50e2cf34-31e7-4b9e-a3aa-03f5ae706e7e
1,7,2,0.125,0.3333333333333333,0.18181818181818182,8,3,8,0.0,4fa1ace5-3627-43f0-9277-bc96763cc1db
0,6,2,0.0,0.0,0.0,6,2,6,0.0,56fca4d9-67f3-4cdb-ba95-f286d20f902a
